Date,Latitude,Longitude,Temperature_C,Humidity_%,AOD,Fires_Nearby,PM2.5,CO,AQI
2025-06-12,22.2569,91.5098,33.1,62.4,0.519,2,65.8,11.13,100
2025-06-04,21.7307,95.5027,31.9,53.7,0.878,3,89.2,20.03,100
2025-06-14,13.0229,70.6484,31.1,71.9,0.801,1,71.6,20.02,100
2025-06-28,20.5817,72.682,38.7,43.0,0.454,3,72.4,11.18,100
2025-06-03,19.5566,95.8616,28.5,54.5,0.861,4,90.1,20.66,100
2025-06-02,25.8597,83.5887,25.3,84.1,0.142,1,15.1,3.87,50
2025-06-14,26.4177,68.4117,32.1,86.9,0.804,2,89.3,16.67,100
2025-06-07,9.3138,75.4713,30.0,84.9,0.286,3,40.5,6.77,50
2025-06-26,18.8638,81.0484,48.9,38.4,0.358,3,48.9,8.43,50
2025-06-29,26.1499,88.0944,35.4,36.3,0.544,0,50.4,6.6,100
2025-06-28,22.591,89.2617,30.0,40.8,0.505,2,41.8,10.45,50
2025-06-28,32.8382,96.8672,26.7,50.9,0.569,3,55.6,13.76,100
2025-06-11,27.1021,76.3378,22.6,42.0,0.59,4,43.3,12.33,50
2025-06-25,12.7251,83.6084,26.9,46.2,0.398,2,46.4,11.87,50
2025-06-24,10.0465,83.4664,32.6,63.4,0.258,1,29.5,5.91,50
2025-06-03,26.6302,79.7637,39.1,73.4,0.792,3,116.0,17.08,200
2025-06-21,8.7688,72.9057,37.6,71.5,0.46,2,74.5,11.87,100
2025-06-25,24.9875,96.3462,33.1,77.0,0.555,1,61.5,12.73,100
2025-06-16,35.2667,92.7462,30.4,22.3,0.68,4,55.0,17.87,100
2025-06-21,24.6888,82.4517,33.3,23.3,0.919,5,103.7,23.54,200
2025-06-07,19.2569,85.4941,29.4,75.3,0.737,2,61.7,18.67,100
2025-06-13,26.6554,74.5906,40.6,57.3,0.141,1,20.3,4.23,50
2025-06-09,21.2893,83.7698,31.1,60.5,0.855,3,83.2,16.53,100
2025-06-27,23.8229,88.1541,31.6,23.7,0.99,3,97.3,20.82,100
2025-06-10,35.3025,82.9398,20.9,37.9,0.525,2,44.4,14.78,50
2025-06-24,19.197,96.7183,31.0,64.7,0.973,3,102.1,21.48,200
2025-06-16,35.8745,85.7289,36.2,80.1,0.593,0,58.5,10.99,100
2025-06-23,34.2552,78.7582,26.7,84.2,0.514,4,43.5,11.19,50
2025-06-06,13.6779,90.3924,28.2,55.0,0.398,1,23.5,6.31,50
2025-06-21,10.0115,72.9434,36.0,58.2,0.692,0,82.2,15.68,100
2025-06-16,10.9226,79.151,24.6,78.3,0.307,2,10.0,6.24,50
2025-06-04,8.5284,78.0618,37.3,57.6,0.194,2,28.0,2.91,50
2025-06-13,10.7388,80.5224,29.3,56.2,0.125,0,10.0,0.76,50
2025-06-29,27.8072,90.6716,30.1,83.4,0.363,3,41.9,3.54,50
2025-06-02,10.0645,82.041,26.4,75.3,0.456,4,32.1,12.53,50
2025-06-15,17.2503,91.0264,33.9,83.6,0.597,2,57.1,12.47,100
2025-06-11,32.5014,84.7182,44.3,35.3,0.363,0,61.7,4.8,100
2025-06-01,8.6749,77.92,35.9,56.7,0.986,2,111.9,23.49,200
2025-06-12,31.6196,91.4894,27.7,79.0,0.363,3,22.4,8.85,50
2025-06-21,16.1738,74.9104,37.7,27.8,0.497,2,67.1,6.46,100
2025-06-18,11.4268,74.5071,30.4,75.6,0.193,2,44.5,6.3,50
2025-06-27,28.2054,82.6306,38.9,32.8,0.335,3,42.1,6.18,50
2025-06-17,26.2393,75.5646,36.0,76.6,0.143,2,11.0,5.05,50
2025-06-06,33.4467,68.2635,17.3,62.8,0.604,1,41.9,13.59,50
2025-06-24,29.3171,86.8006,27.0,33.5,0.776,1,59.3,16.29,100
2025-06-03,31.3009,82.8217,36.7,53.1,0.276,3,35.1,4.52,50
2025-06-10,16.179,80.92,32.8,67.7,0.431,1,42.2,6.65,50
2025-06-09,13.1457,96.0421,26.9,64.4,0.115,4,13.8,4.2,50
2025-06-12,29.7678,84.5648,28.8,49.9,0.856,1,66.2,15.74,100
2025-06-24,31.3982,93.0395,22.5,83.0,0.802,3,53.2,19.98,100
2025-06-12,36.7246,72.0441,31.6,56.3,0.157,2,21.9,3.94,50
2025-06-10,19.9659,84.507,43.1,55.4,0.428,3,67.9,8.05,100
2025-06-29,18.7885,93.1714,36.0,24.4,0.96,1,83.5,21.7,100
2025-06-16,30.516,84.9101,43.0,84.5,0.453,1,80.0,5.74,100
2025-06-15,17.8833,88.8224,36.4,32.4,0.574,4,75.8,13.22,100
2025-06-30,34.992,78.7893,37.1,57.0,0.42,1,45.9,10.01,50
2025-06-16,32.894,70.681,41.9,76.2,0.637,1,82.5,11.18,100
2025-06-05,20.4408,81.2791,33.9,35.1,0.98,3,84.1,20.24,100
2025-06-13,29.7753,79.4399,31.1,56.9,0.998,0,108.5,18.61,200
2025-06-02,29.8817,93.1447,37.2,36.8,0.797,2,82.0,14.69,100
2025-06-13,10.9906,75.0759,39.3,73.2,0.464,1,56.8,9.93,100
2025-06-26,34.174,96.0353,29.6,59.5,0.545,3,52.8,14.1,100
2025-06-25,22.6523,95.786,28.4,79.9,0.421,1,51.8,12.93,100
2025-06-22,31.9673,75.1813,32.7,82.6,0.987,1,107.4,21.76,200
2025-06-30,17.2814,78.0935,36.2,65.4,0.737,3,79.4,15.7,100
2025-06-23,33.9702,93.9711,36.0,70.8,0.504,1,53.5,12.81,100
2025-06-23,19.2868,96.032,24.9,58.4,0.111,3,10.0,1.46,50
2025-06-14,8.3143,80.8597,41.6,46.9,0.568,3,73.3,11.79,100
2025-06-17,34.2561,77.3089,28.8,65.4,0.986,4,94.4,23.63,100
2025-06-05,10.6473,83.2567,30.7,83.6,0.571,3,58.2,11.6,100
2025-06-13,17.2601,87.9453,27.5,49.2,0.264,3,19.9,6.9,50
2025-06-03,35.5518,75.9308,45.5,42.0,0.12,0,19.6,1.0,50
2025-06-15,35.5676,89.3577,33.2,47.2,0.419,3,46.1,9.45,50
2025-06-15,24.6297,69.4981,27.7,50.5,0.926,2,88.9,19.38,100
2025-06-12,26.3233,69.4295,36.3,25.1,0.997,4,110.5,22.88,200
2025-06-11,21.0049,79.2023,35.8,54.9,0.951,1,93.8,19.85,100
2025-06-12,16.5031,78.2507,31.1,54.6,0.756,1,69.3,17.05,100
2025-06-10,17.5313,77.1534,36.2,61.2,0.602,0,85.9,12.82,100
2025-06-26,27.503,82.2396,27.9,45.4,0.632,2,52.6,13.24,100
2025-06-25,29.8189,77.3013,29.5,62.9,0.585,0,62.8,10.48,100
2025-06-13,30.9558,73.5755,21.9,81.5,0.736,2,53.5,13.89,100
2025-06-07,30.8989,76.9746,25.4,86.9,0.477,2,21.9,5.08,50
2025-06-03,10.645,96.2722,41.0,60.9,0.702,1,85.7,14.31,100
2025-06-27,22.3382,79.9223,40.2,23.0,0.209,0,42.3,1.89,50
2025-06-23,9.6692,80.8967,32.3,87.8,0.339,4,34.0,7.03,50
2025-06-27,23.9363,84.7198,40.3,69.4,0.852,3,80.7,17.94,100
2025-06-14,20.8044,96.5169,31.2,43.5,0.913,2,70.8,18.22,100
2025-06-17,33.7434,75.0064,30.8,30.3,0.585,0,71.2,12.8,100
2025-06-16,18.1765,87.7572,32.3,30.0,0.128,1,16.1,2.73,50
2025-06-30,11.3949,88.7636,31.4,31.7,0.934,0,101.6,21.93,200
2025-06-30,12.1468,85.6124,30.9,23.2,0.732,3,76.9,20.53,100
2025-06-01,30.0838,70.5688,37.7,83.2,0.473,2,47.3,9.85,50
2025-06-11,25.9283,87.6293,32.8,57.9,0.639,0,65.5,11.09,100
2025-06-16,10.9326,69.8587,35.6,69.0,0.487,1,40.1,6.71,50
2025-06-26,10.4391,85.2881,37.2,78.0,0.519,3,72.2,15.54,100
2025-06-24,28.3281,89.4479,33.9,75.4,0.898,1,98.8,17.01,100
2025-06-17,10.1101,74.1181,27.1,81.8,0.245,2,27.6,4.82,50
2025-06-30,31.8339,92.407,25.2,87.7,0.193,1,25.0,2.96,50
2025-06-20,28.481,68.8803,32.7,50.7,0.102,2,10.7,2.39,50
2025-06-11,10.3591,92.4706,31.1,86.5,0.383,3,32.5,8.21,50
2025-06-23,10.4603,81.3495,32.4,70.6,0.233,1,25.8,6.81,50
2025-06-10,36.6125,74.3101,31.9,24.9,0.298,2,45.3,1.47,50
2025-06-17,18.8539,71.8796,44.9,67.7,0.11,1,17.7,2.32,50
2025-06-02,18.7486,95.6459,25.3,68.1,0.304,2,23.6,8.52,50
2025-06-01,31.5712,70.1073,22.1,83.4,0.399,2,36.1,7.6,50
2025-06-18,35.4702,73.7737,33.7,46.1,0.128,3,21.4,5.24,50
2025-06-12,36.594,78.0868,30.1,60.9,0.647,1,75.6,13.62,100
2025-06-11,29.848,85.9868,33.6,20.9,0.612,0,51.2,10.8,100
2025-06-25,18.9115,83.7992,34.9,43.2,0.187,2,36.9,1.12,50
2025-06-29,10.4215,71.6437,38.4,24.4,0.636,4,70.0,15.53,100
2025-06-09,30.5373,76.4021,24.5,56.5,0.999,2,70.7,21.62,100
2025-06-10,24.1937,74.9238,29.2,77.2,0.95,2,90.5,18.52,100
2025-06-26,20.3024,74.1927,34.1,34.5,0.102,2,10.0,4.56,50
2025-06-17,34.2843,79.9232,35.9,56.9,0.816,2,88.8,16.35,100
2025-06-18,11.2247,88.4169,43.0,34.3,0.418,1,46.1,10.93,50
2025-06-16,22.2861,74.3061,36.8,28.4,0.157,0,24.7,3.75,50
2025-06-30,8.3293,78.6337,31.7,55.8,0.366,0,33.4,10.28,50
2025-06-04,21.5912,79.3366,27.5,25.5,0.39,2,55.1,9.53,100
2025-06-21,9.6328,96.3172,29.2,61.1,0.571,2,57.6,12.48,100
2025-06-19,11.4457,95.6853,29.0,22.2,0.695,1,70.3,10.63,100
2025-06-25,11.4083,91.204,35.3,27.5,0.774,0,83.1,15.59,100
2025-06-21,26.8271,75.0081,33.3,58.5,0.321,1,49.5,6.44,50
2025-06-17,29.6353,69.9731,25.4,61.4,0.39,2,37.0,12.03,50
2025-06-04,24.9177,77.1902,29.8,22.0,0.378,3,52.6,9.49,100
2025-06-06,35.903,75.737,36.4,60.1,0.426,1,62.7,10.59,100
2025-06-12,18.8712,82.6718,33.8,78.7,1.0,4,101.8,24.81,200
2025-06-25,16.2857,90.5541,34.8,70.6,0.8,1,94.5,19.18,100
2025-06-01,33.1894,92.8914,33.9,29.2,0.977,3,111.7,20.87,200
2025-06-21,14.4843,92.5011,40.1,61.5,0.724,1,97.0,19.24,100
2025-06-16,35.9335,78.4306,33.2,67.1,0.466,2,55.4,9.31,100
2025-06-26,8.3525,87.9298,30.1,22.6,0.451,1,31.8,12.18,50
2025-06-11,36.1265,77.0722,27.4,79.9,0.54,3,49.8,10.81,50
2025-06-21,9.2516,69.7663,33.2,83.4,0.475,1,53.4,11.72,100
2025-06-04,33.8432,88.3454,19.8,79.5,0.845,3,69.9,16.47,100
2025-06-10,23.3033,68.285,31.1,77.7,0.519,0,65.0,11.62,100
2025-06-01,36.796,79.8663,31.0,72.1,0.366,0,31.7,5.61,50
2025-06-29,10.1401,77.552,25.2,64.3,0.797,3,73.9,15.37,100
2025-06-24,24.0618,88.1079,27.4,67.5,0.869,2,82.3,16.45,100
2025-06-23,36.1098,90.2211,36.0,76.4,0.478,2,63.6,11.56,100
2025-06-24,23.1698,76.8187,33.2,66.4,0.701,4,93.0,17.01,100
2025-06-10,26.2526,91.5372,32.5,42.9,0.153,1,25.3,4.54,50
2025-06-28,28.1767,76.5236,33.5,46.3,0.577,3,68.5,13.48,100
2025-06-17,21.1817,80.9435,32.5,82.8,0.14,2,10.0,2.83,50
2025-06-15,26.1992,89.0835,38.2,21.2,0.126,6,10.0,4.08,50
2025-06-11,24.9451,88.0947,32.6,68.9,0.652,2,71.7,11.97,100
2025-06-06,34.1336,96.6337,24.7,86.8,0.373,1,27.5,5.77,50
2025-06-10,9.3179,74.5297,40.2,69.4,0.768,1,96.7,18.29,100
2025-06-07,16.1479,87.2072,33.9,89.6,0.906,1,90.3,16.5,100
2025-06-13,35.5619,85.6808,29.1,68.1,0.225,4,35.2,4.64,50
2025-06-08,33.8176,94.5379,25.7,22.4,0.752,2,56.8,14.04,100
2025-06-22,21.214,72.5345,34.0,77.9,0.563,4,60.3,10.61,100
2025-06-25,25.9838,89.8021,31.4,39.9,0.201,4,18.3,6.63,50
2025-06-13,16.0441,84.4798,39.9,51.2,0.686,0,94.4,12.65,100
2025-06-23,13.4555,75.9653,30.3,41.8,0.649,1,63.0,13.15,100
2025-06-06,21.4473,81.7586,27.8,38.8,0.564,1,47.3,11.55,50
2025-06-15,18.2472,77.6795,36.5,50.2,0.934,3,104.0,20.76,200
2025-06-07,24.926,84.8001,36.6,46.5,0.569,2,58.9,12.58,100
2025-06-08,10.2543,93.781,32.8,64.3,0.991,4,103.1,24.19,200
2025-06-06,36.2574,84.5098,35.4,76.9,0.558,1,62.6,10.32,100
2025-06-02,36.6001,86.32,31.8,40.8,0.204,1,52.0,3.4,100
2025-06-04,28.2467,83.0437,33.2,35.0,0.523,4,52.5,12.28,100
2025-06-15,23.5468,69.4838,37.8,66.7,0.264,5,37.2,7.63,50
2025-06-24,16.9763,74.7529,35.1,66.9,0.637,2,73.5,10.77,100
2025-06-03,31.6001,82.2681,31.2,83.1,0.724,2,76.9,12.33,100
2025-06-07,27.8572,76.9968,38.8,21.1,0.522,2,75.8,11.16,100
2025-06-25,12.7159,73.2711,20.2,79.7,0.188,1,23.3,7.03,50
2025-06-28,34.4169,82.6199,42.3,56.5,0.522,4,62.6,15.41,100
2025-06-14,31.8536,77.3615,23.5,63.5,0.173,2,11.9,2.23,50
2025-06-26,35.5442,75.4851,28.9,26.4,0.714,1,68.1,13.92,100
2025-06-10,29.0459,81.4556,31.8,50.3,0.811,3,87.1,18.05,100
2025-06-24,25.789,71.8652,31.3,35.9,0.966,1,109.7,20.43,200
2025-06-12,20.129,94.9046,37.0,37.8,0.234,1,50.2,3.23,100
2025-06-22,35.0491,93.1634,26.7,55.3,0.579,3,61.7,16.48,100
2025-06-11,33.1159,88.521,33.3,76.9,0.611,1,69.2,11.58,100
2025-06-11,9.3113,71.0802,29.1,72.1,0.93,0,101.9,19.34,200
2025-06-15,8.7646,90.5004,33.5,61.4,0.665,1,63.3,13.14,100
2025-06-12,18.9174,91.4308,31.7,57.8,0.231,4,18.4,5.97,50
2025-06-22,31.506,90.2652,32.5,49.9,0.493,2,54.7,12.37,100
2025-06-24,36.631,71.305,29.3,88.1,0.689,0,79.5,15.75,100
2025-06-04,12.3621,86.6733,29.4,59.2,0.73,3,69.1,17.46,100
2025-06-12,25.2298,92.1954,33.4,37.8,0.877,3,90.9,17.27,100
2025-06-21,19.0458,84.7432,36.7,36.1,0.262,4,16.4,4.55,50
2025-06-06,36.1275,86.7458,29.0,62.8,0.956,2,118.0,25.44,200
2025-06-03,32.4214,81.2925,27.7,56.6,0.153,2,10.0,4.67,50
2025-06-17,32.3115,83.3325,35.1,20.5,0.985,3,78.7,19.4,100
2025-06-21,21.5921,68.9969,31.8,78.1,0.872,1,91.6,19.82,100
2025-06-16,20.0298,86.5299,36.2,69.3,0.694,3,83.4,13.57,100
2025-06-07,15.9288,70.362,27.5,66.3,0.761,1,70.1,19.66,100
2025-06-10,9.6349,80.6154,23.1,24.8,0.165,2,10.0,3.48,50
2025-06-29,33.0769,76.487,29.3,45.3,0.137,3,21.6,5.96,50
2025-06-27,31.5741,83.8174,28.2,85.5,0.192,3,24.3,5.25,50
2025-06-23,36.9918,71.8691,31.6,80.4,0.179,0,25.6,0.53,50
2025-06-02,36.9025,88.0577,28.8,40.0,0.593,2,49.9,10.89,50
2025-06-24,24.1075,91.0553,35.7,31.0,0.294,2,31.9,5.34,50
2025-06-13,30.3006,72.7373,30.6,51.4,0.874,2,84.8,17.11,100
2025-06-07,35.3982,71.0251,32.8,44.9,0.501,1,50.2,10.89,100
2025-06-26,32.6398,72.2199,32.8,67.8,0.726,1,83.1,10.16,100
2025-06-22,15.1731,93.4367,33.0,87.7,0.688,0,69.4,14.15,100
2025-06-10,21.0658,83.3175,31.9,45.4,0.388,1,32.2,4.31,50
2025-06-08,11.7456,81.5506,34.6,24.4,0.319,4,43.0,9.1,50
2025-06-17,35.6675,71.0946,28.0,82.8,0.408,3,61.6,8.06,100
2025-06-02,25.5791,86.8371,39.0,22.7,0.817,3,87.3,18.11,100
2025-06-28,14.6306,93.172,30.8,86.7,0.628,4,56.9,11.89,100
2025-06-16,27.4793,92.0174,25.4,66.5,0.328,1,24.7,5.8,50
2025-06-02,25.9257,86.1556,32.9,85.9,0.836,4,95.5,14.63,100
2025-06-16,18.3867,70.1831,27.7,34.0,0.149,1,17.1,0.99,50
2025-06-15,11.2932,71.2595,35.3,22.8,0.729,2,79.7,18.38,100
2025-06-08,27.4756,69.43,43.0,54.2,0.495,2,64.6,13.76,100
2025-06-08,23.0889,75.4669,28.1,51.5,0.758,0,93.9,12.67,100
2025-06-15,30.3972,71.9342,33.7,43.2,0.935,2,110.5,19.02,200
2025-06-20,23.0847,75.5414,23.2,87.0,0.775,2,84.7,17.42,100
2025-06-12,32.7133,79.1667,34.3,77.6,0.498,2,63.3,11.12,100
2025-06-08,24.0053,95.3465,27.6,66.3,0.236,1,19.1,4.07,50
2025-06-18,24.2672,85.7009,28.9,31.4,0.826,4,84.9,15.41,100
2025-06-12,33.423,92.2142,26.5,71.4,0.515,3,64.3,13.55,100
2025-06-08,19.701,88.6002,35.7,70.9,0.168,3,30.5,3.84,50
2025-06-27,11.8864,71.2626,37.0,49.8,0.747,3,68.0,13.15,100
2025-06-09,8.8347,89.3417,32.1,84.7,0.363,4,53.5,9.17,100
2025-06-17,29.899,75.9779,27.7,31.7,0.144,0,25.9,2.19,50
2025-06-30,25.989,86.5341,39.9,38.7,0.912,3,118.4,18.72,200
2025-06-28,28.4183,77.8879,28.2,24.4,0.535,2,37.4,11.95,50
2025-06-21,14.176,96.9325,21.2,75.7,0.353,4,26.0,8.63,50
2025-06-20,11.9548,75.643,34.3,63.5,0.745,1,91.2,17.64,100
2025-06-16,8.4218,76.0948,26.5,42.0,0.897,1,84.6,16.61,100
2025-06-23,18.167,94.9895,36.9,31.5,0.1,1,24.2,0.96,50
2025-06-07,25.1076,68.7147,30.1,22.8,0.719,2,77.6,16.92,100
2025-06-25,19.3751,88.204,35.0,31.7,0.79,3,78.2,22.29,100
2025-06-21,20.6868,89.0345,39.0,51.7,0.289,2,47.1,11.46,50
2025-06-17,34.2206,92.255,26.0,37.3,0.541,1,38.2,12.78,50
2025-06-03,18.0994,96.2587,29.2,38.1,0.18,1,15.8,3.4,50
2025-06-29,22.9057,96.2925,31.6,81.3,0.772,0,73.8,14.37,100
2025-06-29,30.7259,69.893,39.7,56.1,0.863,3,109.6,17.99,200
2025-06-02,19.4997,91.8333,28.7,71.0,0.197,5,24.4,2.96,50
2025-06-24,26.0405,86.743,29.0,22.5,0.835,1,87.7,18.57,100
2025-06-17,33.0085,86.7729,34.4,45.6,0.794,3,88.8,20.02,100
2025-06-15,35.5361,71.7221,29.1,53.5,0.412,2,44.2,8.97,50
2025-06-10,12.2651,86.8554,32.8,33.0,0.721,0,96.4,18.61,100
2025-06-29,34.871,96.492,24.2,28.4,0.1,3,14.5,8.95,50
2025-06-27,22.2714,94.4427,43.1,80.9,0.939,2,103.9,21.55,200
2025-06-01,15.4891,80.7348,25.3,85.8,0.595,1,47.1,11.06,50
2025-06-09,21.3149,69.1585,30.4,25.5,0.658,1,64.3,11.94,100
2025-06-13,36.4209,78.5065,31.8,44.4,0.698,2,70.1,16.51,100
2025-06-03,22.2859,91.9653,41.6,87.1,0.605,3,69.6,15.71,100
2025-06-16,17.5338,88.3435,25.4,25.8,0.871,2,86.1,17.11,100
2025-06-16,26.3686,81.321,41.9,65.1,0.649,1,82.1,11.16,100
2025-06-12,14.9642,69.5979,35.8,88.1,0.917,4,102.6,16.92,200
2025-06-27,10.2,80.3799,34.1,88.5,0.624,1,51.5,10.89,100
2025-06-28,11.7375,81.6017,27.1,53.0,0.254,5,10.0,6.74,50
2025-06-17,11.7133,94.9281,34.9,31.4,0.922,2,94.1,21.62,100
2025-06-17,12.4052,86.5915,28.4,34.1,0.713,0,75.0,13.11,100
2025-06-21,12.026,77.0379,38.3,82.3,0.729,1,90.1,8.94,100
2025-06-02,26.5854,83.2342,27.1,83.8,0.987,2,104.4,19.43,200
2025-06-24,13.2745,69.9156,31.4,62.6,0.168,3,11.9,4.19,50
2025-06-07,18.0244,96.2045,29.2,73.6,0.486,2,54.3,10.01,100
2025-06-26,34.0069,78.4417,27.1,71.8,0.315,0,42.5,1.13,50
2025-06-29,21.7449,81.8582,35.7,66.3,0.667,0,84.5,12.66,100
2025-06-04,27.3592,78.3032,34.7,77.9,0.826,2,76.7,20.16,100
2025-06-23,12.9973,87.7928,38.0,68.0,0.97,1,120.1,18.97,200
2025-06-23,13.5764,87.2047,23.1,57.4,0.509,2,43.8,9.83,50
2025-06-10,9.1852,88.7443,37.3,36.6,0.808,2,96.3,15.62,100
2025-06-14,12.8991,75.7762,44.5,72.1,0.925,2,139.2,19.81,200
2025-06-23,16.0791,77.1544,29.7,53.1,0.715,0,73.5,11.25,100
2025-06-04,13.1333,71.6323,41.5,40.6,0.318,0,55.4,4.09,100
2025-06-01,10.5724,87.0098,30.7,76.1,0.647,2,66.7,16.18,100
2025-06-07,11.4984,69.1541,25.1,68.8,0.973,2,87.5,21.8,100
2025-06-15,21.3626,85.3328,30.5,85.6,0.989,2,103.3,19.7,200
2025-06-13,13.9837,93.2212,37.2,31.6,0.678,3,74.2,16.03,100
2025-06-10,18.5638,93.8341,27.8,65.4,0.898,1,88.0,16.62,100
2025-06-03,22.5991,81.0221,29.0,37.1,0.28,4,23.5,5.74,50
2025-06-29,28.0215,81.3198,35.0,83.3,0.321,1,18.8,5.02,50
2025-06-07,9.1401,70.2321,32.0,27.0,0.958,0,93.9,16.02,100
2025-06-17,31.1829,87.4522,34.9,65.9,0.222,3,39.1,5.75,50
2025-06-30,26.2091,91.8165,33.2,75.4,0.272,1,37.2,9.92,50
2025-06-01,10.371,75.095,34.4,44.8,0.478,4,52.1,7.56,100
2025-06-20,33.3338,80.2177,29.8,86.8,0.631,2,63.8,16.99,100
2025-06-29,34.7053,92.3263,33.2,79.6,0.643,2,61.0,8.43,100
2025-06-14,9.7713,93.4365,27.4,40.6,0.363,3,25.4,9.76,50
2025-06-02,16.0295,75.0522,38.4,20.5,0.929,1,105.6,15.37,200
2025-06-01,31.3798,83.9665,28.8,40.8,0.924,3,88.4,21.0,100
2025-06-20,29.6995,73.5823,37.6,39.7,0.453,0,49.2,7.43,50
2025-06-02,13.3511,70.9545,30.8,82.3,0.491,2,49.6,12.26,50
2025-06-28,14.0711,94.4225,33.0,87.7,0.732,0,66.6,13.03,100
2025-06-09,18.7437,91.7947,29.5,24.9,0.697,0,84.7,14.93,100
2025-06-06,22.0512,90.041,26.9,53.0,0.444,1,48.7,8.95,50
2025-06-03,25.9294,69.4142,23.3,58.4,0.473,1,15.5,12.38,50
2025-06-05,18.6985,92.4681,26.7,26.5,0.413,1,44.7,8.37,50
2025-06-25,21.4135,80.7033,30.4,46.4,0.312,2,28.1,7.65,50
2025-06-22,29.6767,77.9295,33.1,42.2,0.512,1,50.4,10.85,100
2025-06-13,9.0638,83.8478,37.1,57.5,0.718,2,90.0,17.11,100
2025-06-25,15.3207,70.6492,29.8,66.3,0.768,1,75.1,17.72,100
2025-06-11,28.6871,89.9427,27.6,69.2,0.801,1,72.6,16.59,100
2025-06-26,33.961,84.8906,24.8,29.6,0.437,2,22.6,6.27,50
2025-06-22,22.8386,73.4111,34.4,76.9,0.788,1,94.6,14.3,100
2025-06-24,23.4313,73.4587,38.9,67.5,0.106,1,34.3,4.18,50
2025-06-28,11.108,73.3432,38.3,82.2,0.529,3,67.0,8.97,100
2025-06-12,20.975,69.6531,35.5,51.5,0.815,1,78.1,15.32,100
2025-06-04,23.4459,85.0462,35.2,82.6,0.667,3,77.5,13.61,100
2025-06-26,15.0316,92.3701,40.5,80.6,0.527,1,74.9,10.56,100
2025-06-14,15.8081,68.5074,33.7,50.7,0.68,2,73.3,13.84,100
2025-06-06,18.9412,69.4211,35.2,46.7,0.916,0,108.2,18.38,200
2025-06-09,8.5821,84.6103,30.4,85.3,0.61,1,63.3,10.55,100
2025-06-26,17.3403,91.7654,25.2,70.1,0.82,2,77.8,15.65,100
2025-06-17,14.132,77.4754,28.6,85.0,0.983,1,111.0,23.7,200
2025-06-07,17.4974,78.1388,32.0,75.8,0.735,0,71.6,17.49,100
2025-06-09,11.4731,85.294,32.3,62.7,0.616,2,49.4,14.33,50
2025-06-12,33.8253,75.9522,41.6,28.1,0.134,2,29.1,4.9,50
2025-06-12,25.2142,68.7716,32.4,40.4,0.437,3,41.7,10.75,50
2025-06-14,27.694,89.3216,37.9,87.8,0.609,1,58.5,12.54,100
2025-06-08,30.886,86.1438,29.8,42.4,0.817,1,87.6,15.06,100
2025-06-05,22.4548,84.8419,30.4,26.5,0.494,2,50.0,13.74,50
2025-06-13,10.5207,89.5088,25.4,69.5,0.964,2,71.3,23.98,100
2025-06-04,23.5761,87.5817,28.3,71.4,0.345,2,47.4,6.75,50
2025-06-22,25.0184,73.9706,34.6,40.0,0.77,2,76.6,18.56,100
2025-06-05,29.6177,78.222,32.0,40.8,0.477,3,44.5,10.12,50
2025-06-27,20.5181,71.6572,36.7,52.8,0.537,3,73.2,10.6,100
2025-06-02,11.6998,71.7659,32.9,21.5,0.822,1,90.8,16.0,100
2025-06-11,16.2295,87.6097,30.2,75.3,0.367,1,47.9,7.02,50
2025-06-20,18.5294,92.8994,42.7,42.2,0.187,3,16.0,6.37,50
2025-06-26,26.7316,95.9192,31.5,79.8,0.568,3,56.2,11.89,100
2025-06-14,24.5526,86.2221,37.8,76.2,0.576,2,70.6,14.15,100
2025-06-17,18.3268,73.3389,30.0,66.3,0.817,2,94.7,15.8,100
2025-06-10,36.6089,71.0639,35.5,42.7,0.971,3,96.9,20.72,100
2025-06-28,25.5675,91.5727,36.6,56.1,0.15,2,21.5,1.66,50
2025-06-21,14.8796,84.7839,33.0,51.1,0.633,2,69.2,10.97,100
2025-06-10,10.9517,85.9303,20.2,43.7,0.713,3,64.2,16.41,100
2025-06-25,12.4329,90.6624,32.1,79.4,0.987,1,90.8,20.38,100
2025-06-03,15.1328,88.395,38.2,53.8,0.948,3,115.2,19.46,200
2025-06-07,12.6598,92.1993,34.6,78.3,0.741,0,75.1,12.89,100
2025-06-01,13.4104,69.6302,34.2,27.4,0.57,3,67.1,10.5,100
2025-06-27,16.2678,89.6781,23.4,29.9,0.245,1,12.7,6.04,50
2025-06-18,13.0278,92.6747,28.4,88.4,0.446,4,44.9,9.46,50
2025-06-09,34.0062,76.2979,34.1,61.1,0.627,2,71.0,16.73,100
2025-06-04,10.3268,86.573,34.1,55.7,0.753,3,94.2,16.85,100
2025-06-08,23.2108,77.1107,38.1,56.6,0.672,2,77.0,15.43,100
2025-06-06,19.9015,95.7812,31.3,35.1,0.743,1,73.2,18.12,100
2025-06-20,36.489,68.9693,34.0,70.3,0.486,2,65.3,9.0,100
2025-06-11,11.2491,84.814,32.1,25.9,0.755,3,92.7,17.44,100
2025-06-13,19.5378,72.8286,27.1,60.1,0.229,3,14.6,7.02,50
2025-06-19,36.1146,88.6544,20.7,60.0,0.246,1,17.6,4.32,50
2025-06-23,33.0997,73.1008,34.2,84.0,0.247,1,22.5,2.31,50
2025-06-17,31.6951,74.8261,32.9,56.8,0.902,1,101.5,14.17,200
